"Places","SearchTerm","Latitude","Longitude"
"Polk County, MO","Polk+County,+MO",37.62334,-93.39535
"Pulaski County, MO","Pulaski+County,+MO",37.81154,-92.21733
"Putnam County, MO","Putnam+County,+MO",40.46585,-93.0343
"Ralls County, MO","Ralls+County,+MO",39.50257,-91.54151
"Randolph County, MO","Randolph+County,+MO",39.42841,-92.50485
"Ray County, MO","Ray+County,+MO",39.33062,-93.98555
"Reynolds County, MO","Reynolds+County,+MO",37.32703,-90.96352
"Ripley County, MO","Ripley+County,+MO",36.66092,-90.8575
"St. Charles County, MO","St.+Charles+County,+MO",38.75105,-90.7277
"St. Clair County, MO","St.+Clair+County,+MO",38.02446,-93.78269
"Ste. Genevieve County, MO","Ste.+Genevieve+County,+MO",37.89864,-90.19716
"St. Francois County, MO","St.+Francois+County,+MO",37.85878,-90.53777
"St. Louis County, MO","St.+Louis+County,+MO",38.63951,-90.51889
"Saline County, MO","Saline+County,+MO",39.16995,-93.1933
"Schuyler County, MO","Schuyler+County,+MO",40.47032,-92.52702
"Scotland County, MO","Scotland+County,+MO",40.4533,-92.14811
"Scott County, MO","Scott+County,+MO",37.0563,-89.57783
"Shannon County, MO","Shannon+County,+MO",37.15325,-91.34433
"Shelby County, MO","Shelby+County,+MO",39.7793,-92.06877
"Stoddard County, MO","Stoddard+County,+MO",36.87736,-89.97327
"Stone County, MO","Stone+County,+MO",36.74708,-93.44149
"Sullivan County, MO","Sullivan+County,+MO",40.20978,-93.11111
"Taney County, MO","Taney+County,+MO",36.6573,-93.03979
"Texas County, MO","Texas+County,+MO",37.32698,-91.94984
"Vernon County, MO","Vernon+County,+MO",37.84991,-94.34249
"Warren County, MO","Warren+County,+MO",38.77012,-91.18971
"Washington County, MO","Washington+County,+MO",37.97044,-90.86796
"Wayne County, MO","Wayne+County,+MO",37.11941,-90.50061
"Webster County, MO","Webster+County,+MO",37.2772,-92.88433
"Worth County, MO","Worth+County,+MO",40.47806,-94.43162
"Wright County, MO","Wright+County,+MO",37.2705,-92.47243
"Beaverhead County, MT","Beaverhead+County,+MT",45.14945,-113.01929
"Big Horn County, MT","Big+Horn+County,+MT",45.51872,-107.39969
"Blaine County, MT","Blaine+County,+MT",48.3602,-108.96508
"Broadwater County, MT","Broadwater+County,+MT",46.3076,-111.45277
"Carbon County, MT","Carbon+County,+MT",45.3195,-109.14277
"Carter County, MT","Carter+County,+MT",45.56733,-104.51161
"Cascade County, MT","Cascade+County,+MT",47.25871,-111.41654
"Chouteau County, MT","Chouteau+County,+MT",47.86104,-110.47388
"Custer County, MT","Custer+County,+MT",46.32393,-105.53015
"Daniels County, MT","Daniels+County,+MT",48.78144,-105.52985
"Dawson County, MT","Dawson+County,+MT",47.32573,-104.92636
"Deer Lodge County, MT","Deer+Lodge+County,+MT",46.01239,-113.09934
"Fallon County, MT","Fallon+County,+MT",46.28348,-104.46557
"Fergus County, MT","Fergus+County,+MT",47.24851,-109.35969
"Flathead County, MT","Flathead+County,+MT",48.29871,-114.09197
"Gallatin County, MT","Gallatin+County,+MT",45.33394,-111.20546
"Garfield County, MT","Garfield+County,+MT",47.41397,-107.10368
"Glacier County, MT","Glacier+County,+MT",48.65413,-112.9662
"Golden Valley County, MT","Golden+Valley+County,+MT",46.39791,-109.13197
"Granite County, MT","Granite+County,+MT",46.38543,-113.41917
"Hill County, MT","Hill+County,+MT",48.56642,-110.1265
"Jefferson County, MT","Jefferson+County,+MT",46.15822,-112.14898
"Judith Basin County, MT","Judith+Basin+County,+MT",47.04453,-110.2008
"Lake County, MT","Lake+County,+MT",47.59498,-114.12462
"Lewis and Clark County, MT","Lewis+and+Clark+County,+MT",47.18445,-112.53445
"Liberty County, MT","Liberty+County,+MT",48.56538,-111.0159
"Lincoln County, MT","Lincoln+County,+MT",48.44559,-115.44922
"McCone County, MT","McCone+County,+MT",47.59534,-105.81222
"Madison County, MT","Madison+County,+MT",45.2837,-111.91519
"Meagher County, MT","Meagher+County,+MT",46.63605,-110.82068
"Mineral County, MT","Mineral+County,+MT",47.09675,-114.86253
"Missoula County, MT","Missoula+County,+MT",47.11613,-113.94489
"Musselshell County, MT","Musselshell+County,+MT",46.44406,-108.32118
"Park County, MT","Park+County,+MT",45.59244,-110.5063
"Petroleum County, MT","Petroleum+County,+MT",47.17374,-108.33479
"Phillips County, MT","Phillips+County,+MT",48.2248,-107.8906
"Pondera County, MT","Pondera+County,+MT",48.23423,-112.44647
"Powder River County, MT","Powder+River+County,+MT",45.39121,-105.61079
"Powell County, MT","Powell+County,+MT",46.93313,-113.04956
"Prairie County, MT","Prairie+County,+MT",46.86103,-105.46939
"Ravalli County, MT","Ravalli+County,+MT",46.06002,-114.13283
"Richland County, MT","Richland+County,+MT",47.7518,-104.63903
"Roosevelt County, MT","Roosevelt+County,+MT",48.27979,-104.92531
"Rosebud County, MT","Rosebud+County,+MT",46.01883,-106.5653
"Sanders County, MT","Sanders+County,+MT",47.69231,-115.15423
"Sheridan County, MT","Sheridan+County,+MT",48.69456,-104.54322
"Silver Bow County, MT","Silver+Bow+County,+MT",45.90522,-112.69051
"Stillwater County, MT","Stillwater+County,+MT",45.64976,-109.21329
"Sweet Grass County, MT","Sweet+Grass+County,+MT",45.69637,-109.89132
"Teton County, MT","Teton+County,+MT",47.81653,-112.16181
"Toole County, MT","Toole+County,+MT",48.60902,-111.7314
"Treasure County, MT","Treasure+County,+MT",46.1761,-107.23694
"Valley County, MT","Valley+County,+MT",48.33024,-106.53253
"Wheatland County, MT","Wheatland+County,+MT",46.48601,-109.84212
"Wibaux County, MT","Wibaux+County,+MT",47.01946,-104.18614
"Yellowstone County, MT","Yellowstone+County,+MT",45.97828,-108.36024
"Adams County, NE","Adams+County,+NE",40.52451,-98.50113
"Antelope County, NE","Antelope+County,+NE",42.17629,-98.06771
"Arthur County, NE","Arthur+County,+NE",41.56905,-101.69572
"Banner County, NE","Banner+County,+NE",41.54641,-103.71004
"Blaine County, NE","Blaine+County,+NE",41.91245,-99.9763
"Boone County, NE","Boone+County,+NE",41.69843,-98.06089
"Box Butte County, NE","Box+Butte+County,+NE",42.22041,-103.09413
"Boyd County, NE","Boyd+County,+NE",42.87992,-98.62488
"Brown County, NE","Brown+County,+NE",42.46544,-99.92956
"Buffalo County, NE","Buffalo+County,+NE",40.84964,-99.07397
"Burt County, NE","Burt+County,+NE",41.86506,-96.34656
"Butler County, NE","Butler+County,+NE",41.2505,-97.13839
"Cass County, NE","Cass+County,+NE",40.92436,-96.15064
"Cedar County, NE","Cedar+County,+NE",42.6124,-97.25057
"Chase County, NE","Chase+County,+NE",40.52472,-101.69802
"Cherry County, NE","Cherry+County,+NE",42.5427,-101.12491
"Cheyenne County, NE","Cheyenne+County,+NE",41.22055,-102.99318
"Clay County, NE","Clay+County,+NE",40.52448,-98.05132
"Colfax County, NE","Colfax+County,+NE",41.55954,-97.07927
"Cuming County, NE","Cuming+County,+NE",41.9163,-96.78744
"Custer County, NE","Custer+County,+NE",41.39392,-99.72724
"Dakota County, NE","Dakota+County,+NE",42.4005,-96.57105
"Dawes County, NE","Dawes+County,+NE",42.71911,-103.12694
"Dawson County, NE","Dawson+County,+NE",40.85927,-99.82525
"Deuel County, NE","Deuel+County,+NE",41.11219,-102.33311
"Dixon County, NE","Dixon+County,+NE",42.51263,-96.8689
"Dodge County, NE","Dodge+County,+NE",41.56796,-96.67517
"Douglas County, NE","Douglas+County,+NE",41.29177,-96.15045
"Dundy County, NE","Dundy+County,+NE",40.1764,-101.68843
"Fillmore County, NE","Fillmore+County,+NE",40.52457,-97.59653
"Franklin County, NE","Franklin+County,+NE",40.17639,-98.95265
"Frontier County, NE","Frontier+County,+NE",40.52497,-100.3822
"Furnas County, NE","Furnas+County,+NE",40.1764,-99.9123
"Gage County, NE","Gage+County,+NE",40.26242,-96.69
"Garden County, NE","Garden+County,+NE",41.61533,-102.31091
"Garfield County, NE","Garfield+County,+NE",41.9145,-98.99145
"Gosper County, NE","Gosper+County,+NE",40.52555,-99.81267
"Grant County, NE","Grant+County,+NE",41.91902,-101.74651
"Greeley County, NE","Greeley+County,+NE",41.56752,-98.52107
"Hall County, NE","Hall+County,+NE",40.87247,-98.50216
"Hamilton County, NE","Hamilton+County,+NE",40.9361,-98.01803
"Harlan County, NE","Harlan+County,+NE",40.17647,-99.40459
"Hayes County, NE","Hayes+County,+NE",40.52545,-101.0637
"Hitchcock County, NE","Hitchcock+County,+NE",40.17655,-101.04305
"Holt County, NE","Holt+County,+NE",42.49229,-98.77522
"Hooker County, NE","Hooker+County,+NE",41.91611,-101.13487
"Howard County, NE","Howard+County,+NE",41.22012,-98.51724
"Jefferson County, NE","Jefferson+County,+NE",40.17592,-97.14278
"Johnson County, NE","Johnson+County,+NE",40.39263,-96.26497
"Kearney County, NE","Kearney+County,+NE",40.51993,-98.95175
"Keith County, NE","Keith+County,+NE",41.19903,-101.6629
"Keya Paha County, NE","Keya+Paha+County,+NE",42.85791,-99.72781
"Kimball County, NE","Kimball+County,+NE",41.19806,-103.71457
"Knox County, NE","Knox+County,+NE",42.65973,-97.89546
"Lancaster County, NE","Lancaster+County,+NE",40.78457,-96.6872
"Lincoln County, NE","Lincoln+County,+NE",41.04642,-100.73713
"Logan County, NE","Logan+County,+NE",41.56662,-100.48324
"Loup County, NE","Loup+County,+NE",41.91414,-99.45442
"McPherson County, NE","McPherson+County,+NE",41.56844,-101.06015
"Madison County, NE","Madison+County,+NE",41.91653,-97.60073
"Merrick County, NE","Merrick+County,+NE",41.13365,-98.07548
"Morrill County, NE","Morrill+County,+NE",41.72157,-103.00438
"Nance County, NE","Nance+County,+NE",41.39565,-97.9976
"Nemaha County, NE","Nemaha+County,+NE",40.3924,-95.85643
"Nuckolls County, NE","Nuckolls+County,+NE",40.17638,-98.04719
"Otoe County, NE","Otoe+County,+NE",40.65288,-96.12275
"Pawnee County, NE","Pawnee+County,+NE",40.13159,-96.23701
"Perkins County, NE","Perkins+County,+NE",40.85076,-101.64966
"Phelps County, NE","Phelps+County,+NE",40.5182,-99.41193
"Pierce County, NE","Pierce+County,+NE",42.26427,-97.60147
"Platte County, NE","Platte+County,+NE",41.53806,-97.54132
"Polk County, NE","Polk+County,+NE",41.22147,-97.57264
"Red Willow County, NE","Red+Willow+County,+NE",40.17657,-100.47782
"Richardson County, NE","Richardson+County,+NE",40.13095,-95.71518
"Rock County, NE","Rock+County,+NE",42.44556,-99.46035
"Saline County, NE","Saline+County,+NE",40.5241,-97.14064
"Sarpy County, NE","Sarpy+County,+NE",41.09262,-96.10063
"Saunders County, NE","Saunders+County,+NE",41.23429,-96.63694
"Scotts Bluff County, NE","Scotts+Bluff+County,+NE",41.85099,-103.70736
"Seward County, NE","Seward+County,+NE",40.87243,-97.13941
"Sheridan County, NE","Sheridan+County,+NE",42.50264,-102.41976
"Sherman County, NE","Sherman+County,+NE",41.22062,-98.97647
"Sioux County, NE","Sioux+County,+NE",42.50101,-103.76659
"Stanton County, NE","Stanton+County,+NE",41.91702,-97.19395
"Thayer County, NE","Thayer+County,+NE",40.17629,-97.59495
"Thomas County, NE","Thomas+County,+NE",41.91401,-100.55488
"Thurston County, NE","Thurston+County,+NE",42.14655,-96.57147
"Valley County, NE","Valley+County,+NE",41.56737,-98.98153
"Washington County, NE","Washington+County,+NE",41.53831,-96.26893
"Wayne County, NE","Wayne+County,+NE",42.22117,-97.09551
"Webster County, NE","Webster+County,+NE",40.17656,-98.49987
"Wheeler County, NE","Wheeler+County,+NE",41.91458,-98.52808
"York County, NE","York+County,+NE",40.8727,-97.59717
"Churchill County, NV","Churchill+County,+NV",39.53812,-118.29171
"Clark County, NV","Clark+County,+NV",35.92795,-115.25383
"Douglas County, NV","Douglas+County,+NV",38.82434,-119.58386
"Elko County, NV","Elko+County,+NV",41.05918,-115.53007
"Esmeralda County, NV","Esmeralda+County,+NV",37.72213,-117.67624
"Eureka County, NV","Eureka+County,+NV",40.08096,-116.21938
"Humboldt County, NV","Humboldt+County,+NV",41.26312,-118.16163
"Lander County, NV","Lander+County,+NV",40.04675,-117.05524
"Lincoln County, NV","Lincoln+County,+NV",37.75978,-114.9727
"Lyon County, NV","Lyon+County,+NV",39.07685,-119.03277
"Mineral County, NV","Mineral+County,+NV",38.48418,-118.30491
"Nye County, NV","Nye+County,+NV",37.56844,-116.53017
"Pershing County, NV","Pershing+County,+NV",40.47995,-118.33019
"Storey County, NV","Storey+County,+NV",39.43978,-119.53238
"Washoe County, NV","Washoe+County,+NV",40.58149,-119.65465
"White Pine County, NV","White+Pine+County,+NV",39.40276,-114.97769
"Carson City, NV","Carson+City,+NV",39.16506,-119.76697
"Belknap County, NH","Belknap+County,+NH",43.52286,-71.43472
"Carroll County, NH","Carroll+County,+NH",43.8842,-71.27733
"Cheshire County, NH","Cheshire+County,+NH",42.94712,-72.29728
"Coos County, NH","Coos+County,+NH",44.69555,-71.31378
"Grafton County, NH","Grafton+County,+NH",43.96756,-71.73347
"Hillsborough County, NH","Hillsborough+County,+NH",42.95212,-71.72016
"Merrimack County, NH","Merrimack+County,+NH",43.31034,-71.68386
"Rockingham County, NH","Rockingham+County,+NH",43.00574,-71.06787
"Strafford County, NH","Strafford+County,+NH",43.32671,-71.05779
"Sullivan County, NH","Sullivan+County,+NH",43.3645,-72.2372
"Atlantic County, NJ","Atlantic+County,+NJ",39.50927,-74.68195
"Bergen County, NJ","Bergen+County,+NJ",40.94757,-74.02765
"Burlington County, NJ","Burlington+County,+NJ",39.86246,-74.68097
"Camden County, NJ","Camden+County,+NJ",39.80226,-74.98982
"Cape May County, NJ","Cape+May+County,+NJ",39.05573,-74.95938
"Cumberland County, NJ","Cumberland+County,+NJ",39.31195,-75.13437
"Essex County, NJ","Essex+County,+NJ",40.79184,-74.25456
"Gloucester County, NJ","Gloucester+County,+NJ",39.70166,-75.14617
"Hunterdon County, NJ","Hunterdon+County,+NJ",40.5636,-74.91261
"Mercer County, NJ","Mercer+County,+NJ",40.28052,-74.68114
"Middlesex County, NJ","Middlesex+County,+NJ",40.43007,-74.40116
"Monmouth County, NJ","Monmouth+County,+NJ",40.29985,-74.18021
"Morris County, NJ","Morris+County,+NJ",40.86759,-74.56856
"Ocean County, NJ","Ocean+County,+NJ",39.83553,-74.25534
"Passaic County, NJ","Passaic+County,+NJ",41.01133,-74.30782
"Salem County, NJ","Salem+County,+NJ",39.57116,-75.28877
"Somerset County, NJ","Somerset+County,+NJ",40.56617,-74.62499
"Sussex County, NJ","Sussex+County,+NJ",41.12839,-74.70117
"Union County, NJ","Union+County,+NJ",40.6655,-74.27346
"Warren County, NJ","Warren+County,+NJ",40.84396,-74.96049
"Bernalillo County, NM","Bernalillo+County,+NM",35.04432,-106.67691
"Catron County, NM","Catron+County,+NM",33.89095,-108.38177
"Chaves County, NM","Chaves+County,+NM",33.30366,-104.3351
"Cibola County, NM","Cibola+County,+NM",34.96305,-107.76947
"Colfax County, NM","Colfax+County,+NM",36.60683,-104.6909
"Curry County, NM","Curry+County,+NM",34.62842,-103.3748
"De Baca County, NM","De+Baca+County,+NM",34.38747,-104.42036
"Dona Ana County, NM","Dona+Ana+County,+NM",32.41823,-106.83746
"Eddy County, NM","Eddy+County,+NM",32.4826,-104.28709
"Grant County, NM","Grant+County,+NM",32.53644,-108.28527
"Guadalupe County, NM","Guadalupe+County,+NM",34.78203,-104.70979
"Harding County, NM","Harding+County,+NM",35.80382,-103.87243
"Hidalgo County, NM","Hidalgo+County,+NM",32.05499,-108.78667
"Lea County, NM","Lea+County,+NM",32.78522,-103.43957
"Lincoln County, NM","Lincoln+County,+NM",33.73967,-105.47185
"Los Alamos County, NM","Los+Alamos+County,+NM",35.86379,-106.32394
"Luna County, NM","Luna+County,+NM",32.1944,-107.76403
"McKinley County, NM","McKinley+County,+NM",35.48088,-108.17682
"Mora County, NM","Mora+County,+NM",36.00822,-104.94145
"Otero County, NM","Otero+County,+NM",32.69545,-105.86453
"Quay County, NM","Quay+County,+NM",35.17237,-103.55027
"Rio Arriba County, NM","Rio+Arriba+County,+NM",36.46538,-106.78223
"Roosevelt County, NM","Roosevelt+County,+NM",34.08753,-103.49491
"Sandoval County, NM","Sandoval+County,+NM",35.7087,-106.77924
"San Juan County, NM","San+Juan+County,+NM",36.5002,-108.33561
"San Miguel County, NM","San+Miguel+County,+NM",35.45606,-104.73247
"Santa Fe County, NM","Santa+Fe+County,+NM",35.5212,-105.98336
"Sierra County, NM","Sierra+County,+NM",33.04274,-107.10905
"Socorro County, NM","Socorro+County,+NM",34.0279,-106.82111
"Taos County, NM","Taos+County,+NM",36.50443,-105.63979
"Torrance County, NM","Torrance+County,+NM",34.65055,-105.87803
"Union County, NM","Union+County,+NM",36.36967,-103.52472
"Valencia County, NM","Valencia+County,+NM",34.69726,-106.83537
"Albany County, NY","Albany+County,+NY",42.61467,-73.97858
"Allegany County, NY","Allegany+County,+NY",42.26001,-78.02354
"Broome County, NY","Broome+County,+NY",42.20673,-75.86192
"Cattaraugus County, NY","Cattaraugus+County,+NY",42.27038,-78.68478
"Cayuga County, NY","Cayuga+County,+NY",43.16334,-76.59118
"Chautauqua County, NY","Chautauqua+County,+NY",42.34049,-79.41115
"Chemung County, NY","Chemung+County,+NY",42.14705,-76.76244
"Chenango County, NY","Chenango+County,+NY",42.47019,-75.63472
"Clinton County, NY","Clinton+County,+NY",44.72034,-73.67659
"Columbia County, NY","Columbia+County,+NY",42.24331,-73.64202
"Cortland County, NY","Cortland+County,+NY",42.59928,-76.07171
"Delaware County, NY","Delaware+County,+NY",42.18316,-74.95403
"Dutchess County, NY","Dutchess+County,+NY",41.75992,-73.72712
"Erie County, NY","Erie+County,+NY",42.76823,-78.77651
"Essex County, NY","Essex+County,+NY",44.1458,-73.74921
"Franklin County, NY","Franklin+County,+NY",44.54938,-74.25522
"Fulton County, NY","Fulton+County,+NY",43.13592,-74.42686
"Genesee County, NY","Genesee+County,+NY",42.99788,-78.18655
"Greene County, NY","Greene+County,+NY",42.28039,-74.13123
"Hamilton County, NY","Hamilton+County,+NY",43.66748,-74.50243
"Herkimer County, NY","Herkimer+County,+NY",43.46102,-74.94209
"Jefferson County, NY","Jefferson+County,+NY",44.03569,-75.98881
"Kings County, NY","Kings+County,+NY",40.64504,-73.95582
"Lewis County, NY","Lewis+County,+NY",43.81887,-75.4914
"Livingston County, NY","Livingston+County,+NY",42.72979,-77.78142
"Madison County, NY","Madison+County,+NY",42.95453,-75.72652
"Monroe County, NY","Monroe+County,+NY",43.27811,-77.68596
"Montgomery County, NY","Montgomery+County,+NY",42.91019,-74.42013
"Nassau County, NY","Nassau+County,+NY",40.77155,-73.58743
"Niagara County, NY","Niagara+County,+NY",43.31493,-78.78654
"Oneida County, NY","Oneida+County,+NY",43.23941,-75.49573
"Onondaga County, NY","Onondaga+County,+NY",43.02139,-76.20281
"Ontario County, NY","Ontario+County,+NY",42.80817,-77.28206
"Orange County, NY","Orange+County,+NY",41.38798,-74.33164
"Orleans County, NY","Orleans+County,+NY",43.36957,-78.23063
"Oswego County, NY","Oswego+County,+NY",43.4313,-76.22813
"Otsego County, NY","Otsego+County,+NY",42.61124,-74.98989
"Putnam County, NY","Putnam+County,+NY",41.42429,-73.7555
"Queens County, NY","Queens+County,+NY",40.65612,-73.79377
"Rensselaer County, NY","Rensselaer+County,+NY",42.71143,-73.49024
"Rockland County, NY","Rockland+County,+NY",41.16116,-74.05692
"St. Lawrence County, NY","St.+Lawrence+County,+NY",44.53323,-75.16051
"Saratoga County, NY","Saratoga+County,+NY",43.08653,-73.84527
"Schenectady County, NY","Schenectady+County,+NY",42.83321,-74.04405
"Schoharie County, NY","Schoharie+County,+NY",42.59245,-74.43615
"Schuyler County, NY","Schuyler+County,+NY",42.39021,-76.8957
"Seneca County, NY","Seneca+County,+NY",42.78295,-76.8576
"Steuben County, NY","Steuben+County,+NY",42.28955,-77.41839
"Suffolk County, NY","Suffolk+County,+NY",40.96009,-72.83434
"Sullivan County, NY","Sullivan+County,+NY",41.71885,-74.79029
"Tioga County, NY","Tioga+County,+NY",42.20432,-76.31054
"Tompkins County, NY","Tompkins+County,+NY",42.44513,-76.47274
"Ulster County, NY","Ulster+County,+NY",41.87865,-74.20224
"Warren County, NY","Warren+County,+NY",43.51288,-73.90617
"Washington County, NY","Washington+County,+NY",43.3746,-73.43019
"Wayne County, NY","Wayne+County,+NY",43.34647,-77.0499
"Westchester County, NY","Westchester+County,+NY",41.11909,-73.7887
"Wyoming County, NY","Wyoming+County,+NY",42.69483,-78.20984
"Yates County, NY","Yates+County,+NY",42.61176,-77.13057
"Alamance County, NC","Alamance+County,+NC",36.04665,-79.40043
"Alexander County, NC","Alexander+County,+NC",35.9111,-81.18136
"Alleghany County, NC","Alleghany+County,+NC",36.47031,-81.12627
"Anson County, NC","Anson+County,+NC",35.009,-80.09935
"Ashe County, NC","Ashe+County,+NC",36.4143,-81.4994
"Avery County, NC","Avery+County,+NC",36.0994,-81.9281
"Beaufort County, NC","Beaufort+County,+NC",35.47772,-76.87843
"Bertie County, NC","Bertie+County,+NC",36.0294,-76.97132
"Bladen County, NC","Bladen+County,+NC",34.61173,-78.56891
"Brunswick County, NC","Brunswick+County,+NC",34.10608,-78.24457
"Buncombe County, NC","Buncombe+County,+NC",35.62274,-82.54074
"Burke County, NC","Burke+County,+NC",35.77907,-81.75294
"Cabarrus County, NC","Cabarrus+County,+NC",35.3461,-80.54588
"Caldwell County, NC","Caldwell+County,+NC",35.9398,-81.55964
"Camden County, NC","Camden+County,+NC",36.31818,-76.09227
"Carteret County, NC","Carteret+County,+NC",34.89037,-76.47565
"Caswell County, NC","Caswell+County,+NC",36.39209,-79.3351
"Catawba County, NC","Catawba+County,+NC",35.68847,-81.20417
"Chatham County, NC","Chatham+County,+NC",35.69581,-79.25586
"Cherokee County, NC","Cherokee+County,+NC",35.13956,-84.07749
"Chowan County, NC","Chowan+County,+NC",36.16276,-76.65748
"Clay County, NC","Clay+County,+NC",35.07392,-83.7498
"Cleveland County, NC","Cleveland+County,+NC",35.374,-81.55936
"Columbus County, NC","Columbus+County,+NC",34.21398,-78.6242
"Craven County, NC","Craven+County,+NC",35.11095,-77.09318
"Cumberland County, NC","Cumberland+County,+NC",35.05078,-78.87169
"Currituck County, NC","Currituck+County,+NC",36.28972,-75.88079
"Dare County, NC","Dare+County,+NC",35.7092,-75.75634
"Davidson County, NC","Davidson+County,+NC",35.76547,-80.25312
"Davie County, NC","Davie+County,+NC",35.90353,-80.5381
"Duplin County, NC","Duplin+County,+NC",34.94994,-77.90634
"Durham County, NC","Durham+County,+NC",36.05135,-78.86857
"Edgecombe County, NC","Edgecombe+County,+NC",35.91585,-77.57817
"Forsyth County, NC","Forsyth+County,+NC",36.11725,-80.25893
"Franklin County, NC","Franklin+County,+NC",36.04197,-78.33004
"Gaston County, NC","Gaston+County,+NC",35.28393,-81.1821
"Gates County, NC","Gates+County,+NC",36.42419,-76.70972
"Graham County, NC","Graham+County,+NC",35.34159,-83.83466
"Granville County, NC","Granville+County,+NC",36.28333,-78.65606
"Greene County, NC","Greene+County,+NC",35.49992,-77.66741
"Guilford County, NC","Guilford+County,+NC",36.07866,-79.79007
"Halifax County, NC","Halifax+County,+NC",36.25779,-77.68416
"Harnett County, NC","Harnett+County,+NC",35.38765,-78.83897
"Haywood County, NC","Haywood+County,+NC",35.54128,-82.96516
"Henderson County, NC","Henderson+County,+NC",35.32218,-82.474
"Hertford County, NC","Hertford+County,+NC",36.39221,-77.03081
"Hoke County, NC","Hoke+County,+NC",35.02368,-79.25989
"Hyde County, NC","Hyde+County,+NC",35.38415,-76.17571
"Iredell County, NC","Iredell+County,+NC",35.77304,-80.92109
"Jackson County, NC","Jackson+County,+NC",35.263,-83.11625
"Johnston County, NC","Johnston+County,+NC",35.53624,-78.38849
"Jones County, NC","Jones+County,+NC",35.01158,-77.41287
"Lee County, NC","Lee+County,+NC",35.46768,-79.18948
"Lenoir County, NC","Lenoir+County,+NC",35.21723,-77.67608
"Lincoln County, NC","Lincoln+County,+NC",35.48453,-81.21787
"McDowell County, NC","McDowell+County,+NC",35.73874,-82.04351
"Macon County, NC","Macon+County,+NC",35.16216,-83.47968
"Madison County, NC","Madison+County,+NC",35.87223,-82.66461
"Martin County, NC","Martin+County,+NC",35.86679,-77.19525
"Mecklenburg County, NC","Mecklenburg+County,+NC",35.25809,-80.83052
"Mitchell County, NC","Mitchell+County,+NC",35.99144,-82.12573
"Montgomery County, NC","Montgomery+County,+NC",35.32427,-79.89844
"Moore County, NC","Moore+County,+NC",35.28046,-79.46124
"Nash County, NC","Nash+County,+NC",35.96513,-77.97608
"New Hanover County, NC","New+Hanover+County,+NC",34.15809,-77.89313
"Northampton County, NC","Northampton+County,+NC",36.35616,-77.3689
"Onslow County, NC","Onslow+County,+NC",34.71237,-77.39161
"Orange County, NC","Orange+County,+NC",36.05237,-79.12252
"Pamlico County, NC","Pamlico+County,+NC",35.15607,-76.68271
"Pasquotank County, NC","Pasquotank+County,+NC",36.28516,-76.28177
"Pender County, NC","Pender+County,+NC",34.51263,-77.9209
"Perquimans County, NC","Perquimans+County,+NC",36.19854,-76.43203
"Person County, NC","Person+County,+NC",36.38913,-78.97256
"Pitt County, NC","Pitt+County,+NC",35.58047,-77.36809
"Polk County, NC","Polk+County,+NC",35.2972,-82.17628
"Randolph County, NC","Randolph+County,+NC",35.71326,-79.80293
"Richmond County, NC","Richmond+County,+NC",34.99447,-79.7281
"Robeson County, NC","Robeson+County,+NC",34.62647,-79.14301
"Rockingham County, NC","Rockingham+County,+NC",36.39203,-79.7776
"Rowan County, NC","Rowan+County,+NC",35.6827,-80.54984
"Rutherford County, NC","Rutherford+County,+NC",35.39634,-81.91454
"Sampson County, NC","Sampson+County,+NC",34.93422,-78.36128
"Scotland County, NC","Scotland+County,+NC",34.83683,-79.48433
"Stanly County, NC","Stanly+County,+NC",35.32367,-80.24718
"Stokes County, NC","Stokes+County,+NC",36.40395,-80.23934
"Surry County, NC","Surry+County,+NC",36.39929,-80.70597
"Swain County, NC","Swain+County,+NC",35.48753,-83.59652
"Transylvania County, NC","Transylvania+County,+NC",35.22522,-82.76987
"Tyrrell County, NC","Tyrrell+County,+NC",35.84781,-76.19164
"Union County, NC","Union+County,+NC",35.0112,-80.56262
"Vance County, NC","Vance+County,+NC",36.35361,-78.39879
"Wake County, NC","Wake+County,+NC",35.79789,-78.60955
"Warren County, NC","Warren+County,+NC",36.37356,-78.10315
"Washington County, NC","Washington+County,+NC",35.86199,-76.55917
"Watauga County, NC","Watauga+County,+NC",36.25121,-81.70467
"Wayne County, NC","Wayne+County,+NC",35.37221,-77.98137
"Wilkes County, NC","Wilkes+County,+NC",36.21801,-81.16985
"Wilson County, NC","Wilson+County,+NC",35.71992,-77.94248
"Yadkin County, NC","Yadkin+County,+NC",36.16721,-80.65686
"Yancey County, NC","Yancey+County,+NC",35.89165,-82.29708
"Adams County, ND","Adams+County,+ND",46.11383,-102.49684
"Barnes County, ND","Barnes+County,+ND",46.93559,-98.06046
"Benson County, ND","Benson+County,+ND",48.10872,-99.47915
"Billings County, ND","Billings+County,+ND",46.97946,-103.42039
"Bottineau County, ND","Bottineau+County,+ND",48.77213,-100.83982
"Bowman County, ND","Bowman+County,+ND",46.11274,-103.52061
"Burke County, ND","Burke+County,+ND",48.77276,-102.54611
"Burleigh County, ND","Burleigh+County,+ND",46.98063,-100.50636
"Cass County, ND","Cass+County,+ND",46.93465,-97.23654
"Cavalier County, ND","Cavalier+County,+ND",48.77174,-98.47526
"Dickey County, ND","Dickey+County,+ND",46.10966,-98.50567
"Divide County, ND","Divide+County,+ND",48.81629,-103.49423
"Dunn County, ND","Dunn+County,+ND",47.40205,-102.6524
